NAME : problem
COMMENT : ORTEC
TYPE : CVRP
DIMENSION : 211
VEHICLES : 4
EDGE_WEIGHT_TYPE : EXPLICIT
EDGE_WEIGHT_FORMAT : FULL_MATRIX
CAPACITY : 100
EDGE_WEIGHT_SECTION
0	7362	8268	7362	7436	7808	8558	7436	15172	5864	9112	7616	4883	5962	7984	14426	10389	7436	9112	7436	10692	1565	10772	10692	9265	6015	7436	4609	6277	7436	10643	4883	8280	8002	8002	8002	8002	8002	14104	15888	7436	7616	8002	8002	8373	7616	11341	5477	5773	4952	5154	4298	5805	6143	5830	5416	5235	4952	5805	5773	5773	4883	5154	5805	5805	5154	7824	5773	5773	6389	5773	5705	8354	11770	5805	5826	8354	5154	5773	5416	5235	5416	5805	4952	5773	8354	5416	4952	5805	5805	5773	5773	5773	11770	5705	7436	4765	4765	4765	4765	4765	4702	4765	4765	4765	4765	4614	4765	4765	12665	0	4382	7199	670	4765	11133	0	0	748	4382	2080	7984	6753	1975	4614	15091	2080	4765	1894	5196	5773	4765	5477	0	5773	1716	0	3972	5897	15091	4765	5001	0	6753	8875	12114	1378	1378	12122	12122	5744	8875	5183	4839	5183	1467	8875	11407	5183	8875	1467	5183	16944	16944	6077	4686	5862	5862	6366	6178	4883	12723	8093	6110	6146	20533	10898	5574	7649	7441	7441	11835	5966	6015	6929	5862	6196	5148	18267	6282	9743	5479	6015	5479	5765	5862	6269	5862	5862	5773	18267	5527	10272	7436	9156	8946	9743	1405	6099	6269	11320
7362	0	944	0	946	1279	1196	946	14155	9625	1847	816	7650	2061	1270	13791	3506	946	1847	946	3628	8135	9421	3628	2063	10685	946	3185	13085	946	3377	7650	1630	830	830	830	830	830	19480	14488	946	816	830	830	1020	816	11345	2276	5385	2925	4690	6343	5119	12465	6148	4584	4207	2925	5119	5385	5385	7650	4690	5119	5119	4690	14216	5385	5385	6387	5385	10081	1796	10807	5119	11755	1796	4690	5385	4584	4207	4584	5119	2925	5385	1796	4584	2925	5119	5119	5385	5385	5385	10807	10081	946	6483	6483	6483	6483	6483	6489	6483	6483	6483	6483	6484	6483	6483	16161	7362	6514	1474	6953	6483	5259	7362	7362	6647	6514	7926	1270	1711	8131	6484	11492	7926	6483	8029	2355	5385	6483	2276	7362	5385	8288	7362	4410	4654	11492	6483	2370	7362	1711	16091	6396	8552	8552	8414	8414	2865	16091	8855	2592	8855	8672	16091	16764	8855	16091	8672	8855	14371	14371	10750	11960	13047	13047	13514	10287	7650	5361	9665	12291	12067	19543	6732	9487	15011	12569	12569	10617	12188	10700	14220	13047	12657	8510	18092	12570	9761	9438	10700	9438	9393	13047	10304	13047	13047	5385	18092	9495	11183	946	14031	1613	9761	6034	10198	10304	17494
8268	944	0	944	1516	1612	391	1516	14011	10517	1248	1272	8541	2951	1478	13706	3048	1516	1248	1516	3047	8983	9366	3047	1516	11599	1516	4126	13891	1516	2647	8541	1709	880	880	880	880	880	20070	14285	1516	1272	880	880	177	1272	11410	3208	6194	3859	5551	7247	5923	13409	6961	5424	5069	3859	5923	6194	6194	8541	5551	5923	5923	5551	15159	6194	6194	7161	6194	10990	1307	10756	5923	12483	1307	5551	6194	5424	5069	5424	5923	3859	6194	1307	5424	3859	5923	5923	6194	6194	6194	10756	10990	1516	7042	7042	7042	7042	7042	7055	7042	7042	7042	7042	7061	7042	7042	16557	8268	7116	2107	7838	7042	4571	8268	8268	7562	7116	8738	1478	2468	8955	7061	11027	8738	7042	8855	3164	6194	7042	3208	8268	6194	9133	8268	5343	5449	11027	7042	3267	8268	2468	17025	5697	9477	9477	8020	8020	3397	17025	9756	3454	9756	9596	17025	17672	9756	17025	9596	9756	14004	14004	11663	12836	13981	13981	14450	11184	8541	4463	9995	13233	13006	19328	6335	10387	15912	13485	13485	10536	13130	11614	15146	13981	13601	9405	18001	13513	9887	10340	11614	10340	10283	13981	11198	13981	13981	6194	18001	10397	11372	1516	14615	678	9887	6923	11096	11198	18429
7362	0	944	0	946	1279	1196	946	14155	9625	1847	816	7650	2061	1270	13791	3506	946	1847	946	3628	8135	9421	3628	2063	10685	946	3185	13085	946	3377	7650	1630	830	830	830	830	830	19480	14488	946	816	830	830	1020	816	11345	2276	5385	2925	4690	6343	5119	12465	6148	4584	4207	2925	5119	5385	5385	7650	4690	5119	5119	4690	14216	5385	5385	6387	5385	10081	1796	10807	5119	11755	1796	4690	5385	4584	4207	4584	5119	2925	5385	1796	4584	2925	5119	5119	5385	5385	5385	10807	10081	946	6483	6483	6483	6483	6483	6489	6483	6483	6483	6483	6484	6483	6483	16161	7362	6514	1474	6953	6483	5259	7362	7362	6647	6514	7926	1270	1711	8131	6484	11492	7926	6483	8029	2355	5385	6483	2276	7362	5385	8288	7362	4410	4654	11492	6483	2370	7362	1711	16091	6396	8552	8552	8414	8414	2865	16091	8855	2592	8855	8672	16091	16764	8855	16091	8672	8855	14371	14371	10750	11960	13047	13047	13514	10287	7650	5361	9665	12291	12067	19543	6732	9487	15011	12569	12569	10617	12188	10700	14220	13047	12657	8510	18092	12570	9761	9438	10700	9438	9393	13047	10304	13047	13047	5385	18092	9495	11183	946	14031	1613	9761	6034	10198	10304	17494
7436	946	1516	946	0	439	1529	0	15098	9091	1738	255	7119	1620	563	14726	3026	0	1738	0	3270	8366	10354	3270	1847	10215	0	2956	13376	0	3224	7119	914	724	724	724	724	724	20050	15435	0	255	724	724	1476	255	12249	2014	4697	2640	4100	5855	4425	12178	5465	3953	3624	2640	4425	4697	4697	7119	4100	4425	4425	4100	13914	4697	4697	5649	4697	9598	2666	11738	4425	12179	2666	4100	4697	3953	3624	3953	4425	2640	4697	2666	3953	2640	4425	4425	4697	4697	4697	11738	9598	0	7134	7134	7134	7134	7134	7133	7134	7134	7134	7134	7120	7134	7134	16900	7436	7124	591	7099	7134	6069	7436	7436	6698	7124	8236	563	982	8416	7120	12409	8236	7134	8310	2823	4697	7134	2014	7436	4697	8527	7436	4082	3947	12409	7134	2629	7436	982	15993	7199	8535	8535	9345	9345	3612	15993	8348	2932	8348	8658	15993	16267	8348	15993	8658	8348	15309	15309	10278	12102	12957	12957	13405	9766	7119	5446	10460	11983	11723	20489	7661	8976	15064	12105	12105	11553	11889	10231	14173	12957	12391	7988	19027	12275	10648	8934	10231	8934	8855	12957	9774	12957	12957	4697	19027	8990	12042	0	14618	2023	10648	6186	9679	9774	17117
7808	1279	1612	1279	439	0	1515	439	15421	9228	1494	463	7265	1907	207	15065	2612	439	1494	439	2884	8769	10697	2884	1549	10382	439	3275	13786	439	2902	7265	485	732	732	732	732	732	20489	15740	439	463	732	732	1525	463	12623	2347	4762	2946	4236	6031	4489	12424	5527	4066	3772	2946	4489	4762	4762	7265	4236	4489	4489	4236	14152	4762	4762	5669	4762	9760	2862	12085	4489	12608	2862	4236	4762	4066	3772	4066	4489	2946	4762	2862	4066	2946	4489	4489	4762	4762	4762	12085	9760	439	7572	7572	7572	7572	7572	7572	7572	7572	7572	7572	7558	7572	7572	17331	7808	7563	689	7488	7572	6179	7808	7808	7066	7563	8652	207	1167	8828	7558	12617	8652	7572	8722	3262	4762	7572	2347	7808	4762	8931	7808	4346	4008	12617	7572	3055	7808	1167	16304	7299	8880	8880	9581	9581	4037	16304	8502	3364	8502	9005	16304	16413	8502	16304	9005	8502	15557	15557	10444	12482	13273	13273	13715	9908	7265	5183	10880	12221	11946	20793	7894	9126	15421	12271	12271	11891	12130	10399	14502	13273	12646	8135	19367	12518	11033	9088	10399	9088	8990	13273	9912	13273	13273	4762	19367	9143	12442	439	15057	1992	11033	6578	9823	9912	17319
8558	1196	391	1196	1529	1515	0	1529	14321	10612	861	1274	8638	3076	1346	14030	2663	1529	861	1529	2655	9311	9701	2655	1132	11720	1529	4317	14237	1529	2268	8638	1502	813	813	813	813	813	20457	14579	1529	1274	813	813	220	1274	11766	3382	6223	4032	5625	7361	5951	13599	6991	5482	5148	4032	5951	6223	6223	8638	5625	5951	5951	5625	15345	6223	6223	7161	6223	11106	1604	11090	5951	12850	1604	5625	6223	5482	5148	5482	5951	4032	6223	1604	5482	4032	5951	5951	6223	6223	6223	11090	11106	1529	7430	7430	7430	7430	7430	7443	7430	7430	7430	7430	7447	7430	7430	16947	8558	7501	2101	8144	7430	4694	8558	8558	7844	7501	9081	1346	2511	9293	7447	11235	9081	7430	9192	3501	6223	7430	3382	8558	6223	9463	8558	5511	5472	11235	7430	3562	8558	2511	17278	5804	9746	9746	8262	8262	3783	17278	9862	3770	9862	9866	17278	17782	9862	17278	9866	9862	14247	14247	11784	13149	14235	14235	14699	11285	8638	4165	10383	13416	13176	19616	6581	10492	16206	13609	13609	10864	13317	11736	15413	14235	13799	9506	18321	13701	10253	10448	11736	10448	10377	14235	11295	14235	14235	6223	18321	10505	11746	1529	15003	493	10253	7227	11198	11295	18588
7436	946	1516	946	0	439	1529	0	15098	9091	1738	255	7119	1620	563	14726	3026	0	1738	0	3270	8366	10354	3270	1847	10215	0	2956	13376	0	3224	7119	914	724	724	724	724	724	20050	15435	0	255	724	724	1476	255	12249	2014	4697	2640	4100	5855	4425	12178	5465	3953	3624	2640	4425	4697	4697	7119	4100	4425	4425	4100	13914	4697	4697	5649	4697	9598	2666	11738	4425	12179	2666	4100	4697	3953	3624	3953	4425	2640	4697	2666	3953	2640	4425	4425	4697	4697	4697	11738	9598	0	7134	7134	7134	7134	7134	7133	7134	7134	7134	7134	7120	7134	7134	16900	7436	7124	591	7099	7134	6069	7436	7436	6698	7124	8236	563	982	8416	7120	12409	8236	7134	8310	2823	4697	7134	2014	7436	4697	8527	7436	4082	3947	12409	7134	2629	7436	982	15993	7199	8535	8535	9345	9345	3612	15993	8348	2932	8348	8658	15993	16267	8348	15993	8658	8348	15309	15309	10278	12102	12957	12957	13405	9766	7119	5446	10460	11983	11723	20489	7661	8976	15064	12105	12105	11553	11889	10231	14173	12957	12391	7988	19027	12275	10648	8934	10231	8934	8855	12957	9774	12957	12957	4697	19027	8990	12042	0	14618	2023	10648	6186	9679	9774	17117
15172	14155	14011	14155	15098	15421	14321	15098	0	20796	15097	14964	19263	15412	15366	944	16757	15098	15097	15098	16516	14140	4819	16516	15359	21160	15098	15367	15296	15098	15798	19263	15675	14786	14786	14786	14786	14786	14572	953	15098	14964	14786	14786	14169	14964	3900	15158	18327	15435	17405	18092	18140	20982	18917	17482	17041	15435	18140	18327	18327	19263	17405	18140	18140	17405	22440	18327	18327	19386	18327	20789	12717	3521	18140	13035	12717	17405	18327	17482	17041	17482	18140	15435	18327	12717	17482	15435	18140	18140	18327	18327	18327	3521	20789	15098	10470	10470	10470	10470	10470	10528	10470	10470	10470	10470	10613	10470	10470	9050	15172	10831	15559	14534	10470	10648	15172	15172	15118	10831	13414	15366	15605	13672	10613	5339	13414	10470	13684	13296	18327	10470	15158	15172	18327	14113	15172	16219	17820	5339	10470	13900	15172	15605	21751	10126	16321	16321	6578	6578	12009	21751	20017	13605	20017	16345	21751	26412	20017	21751	16345	20017	3454	3454	21224	16483	19525	19525	20027	21228	19263	15634	7305	21035	21184	5500	8021	20528	19272	22601	22601	3602	20882	21162	19861	19525	20928	19854	4065	21129	5429	20440	21162	20440	20643	19525	21306	19525	19525	18327	4065	20494	5265	15098	11315	14099	5429	14322	21142	21306	25838
5864	9625	10517	9625	9091	9228	10612	9091	20796	0	10713	9345	1976	7568	9434	20104	11110	9091	10713	9091	11585	7293	16179	11585	10717	1342	9091	6585	10527	9091	11925	1976	9526	9816	9816	9816	9816	9816	18967	21446	9091	9345	9816	9816	10525	9345	17051	7383	4567	6764	4994	3291	4829	4297	3868	5164	5467	6764	4829	4567	4567	1976	4994	4829	4829	4994	5656	4567	4567	4008	4567	774	11283	17313	4829	11041	11283	4994	4567	5164	5467	5164	4829	6764	4567	11283	5164	6764	4829	4829	4567	4567	4567	17313	774	9091	10336	10336	10336	10336	10336	10281	10336	10336	10336	10336	10198	10336	10336	18351	5864	9990	8555	6413	10336	14686	5864	5864	5732	9990	7918	9434	8110	7761	10198	19957	7918	10336	7699	8561	4567	10336	7383	5864	4567	7402	5864	5350	5294	19957	10336	8013	5864	8110	8986	15805	5185	5185	16829	16829	9717	8986	816	8131	816	5237	8986	7185	816	8986	5237	816	22217	22217	1384	8205	6594	6594	6761	686	1976	14293	13906	3979	3488	26234	15340	297	9519	3121	3121	17322	3977	1364	7908	6594	4638	1118	24060	4311	15399	392	1364	392	239	6594	683	6594	6594	4567	24060	355	16073	9091	14579	11103	15399	6481	608	683	8307
